DB00001	Lepirudin	OTQCKZUSUGYWBD-BRHMIFOHSA-N
DB01674	[2-(1-Amino-2-Hydroxy-Propyl)-4-(4-Fluoro-1h-Indol-3-Ylmethyl)-5-Hydroxy-Imidazol-1-Yl]-Acetic Acid	AYMRQIHECFEMIQ-AYVTZFPOSA-N
DB01675	Methacrylyl-Coenzyme A	NPALUEYCDZWBOV-NDZSKPAWSA-N
DB01676	Trinitrotoluene	SPSSULHKWOKEEL-UHFFFAOYSA-N
DB01677	Fumaric Acid	VZCYOOQTPOCHFL-OWOJBTEDSA-N
DB01678	RU84687	SAFPHFWYRLLBFO-NSOVKSMOSA-N
DB01679	Propyl Trihydrogen Diphosphate	JCWMAIAFQQTSAX-UHFFFAOYSA-N
DB01681	Benzene Hexacarboxylic Acid	YDSWCNNOKPMOTP-UHFFFAOYSA-N
DB01682	6'-Methyl-Thiamin Diphosphate	XTYXJYCWAJSHCY-UHFFFAOYSA-N
DB01683	Chymostatin	MRXDGVXSWIXTQL-LROMGURASA-N
DB01684	1-Hydroxy-1-Thio-Glycerol	DLQCXFUWHQZWJQ-GSVOUGTGSA-N
DB01685	Topiroxostat	UBVZQGOVTLIHLH-UHFFFAOYSA-N
DB01686	NN-dimethylarginine	YDGMGEXADBMOMJ-LURJTMIESA-N
DB01687	beta-Mannobiose	GUBGYTABKSRVRQ-PZPXDAEZSA-N
DB01688	P-Cresol	IWDCLRJOBJJRNH-UHFFFAOYSA-N
DB01689	Inhibitor Idd 384	CJKKMQCZOLCXAM-UHFFFAOYSA-N
DB01690	Bis(Adenosine)-5'-Triphosphate	QCICUPZZLIQAPA-XPWFQUROSA-N
DB01691	Indole Naphthyridinone	VAZMNDXVXVUKFY-JXMROGBWSA-N
DB01692	Dithioerythritol	VHJLVAABSRFDPM-ZXZARUISSA-N
DB01693	Ribavirin	IWUCXVSUMQZMFG-AFCXAGJDSA-N
DB01694	D-tartaric acid	FEWJPZIEWOKRBE-LWMBPPNESA-N
DB01695	N-Hydroxy-4-Phosphono-Butanamide	AKXSFRVADDCWTF-UHFFFAOYSA-L
DB01696	Uric acid	LEHOTFFKMJEONL-UHFFFAOYSA-N
DB01697	beta-cellotriose	FYGDTMLNYKFZSV-CSHPIKHBSA-N
DB01698	Rutin	IKGXIBQEEMLURG-NVPNHPEKSA-N
DB01699	(4e)-4-Aminohex-4-Enoic Acid	KQFBUAIXCIGKAP-GORDUTHDSA-N
DB01700	AICA ribonucleotide	NOTGFIUVDGNKRI-UUOKFMHZSA-N
DB01701	12-Dichloro-Propane	KNKRKFALVUDBJE-GSVOUGTGSA-N
DB01702	2-(34-Dihydroxyphenyl)Acetic Acid	CFFZDZCDUFSOFZ-UHFFFAOYSA-N
DB01703	N-(2-Ferrocenylethyl)Maleimide	CMTBMSSPDNXOBC-UHFFFAOYSA-N
DB01704	24-Dihydroxy-Trans Cinnamic Acid	HGEFWFBFQKWVMY-DUXPYHPUSA-N
DB01705	Bis(5-Amidino-Benzimidazolyl)Methane	QZKOOEFIMWKZPK-UHFFFAOYSA-Q
DB01706	2-Bromo-6-Chloro-Purine	VLGHYTLGJNPTEN-UHFFFAOYSA-N
DB01707	L-Alfa-Lysophosphatidylcholine Lauroyl	BWKILASWCLJPBO-UHFFFAOYSA-O
DB01708	Prasterone	FMGSKLZLMKYGDP-USOAJAOKSA-N
DB01709	2-phospho-D-glyceric acid	GXIURPTVHJPJLF-UWTATZPHSA-N
DB01710	Porphyrin Fe(III)	YVSWIQZETKMMLG-QDJBTJTOSA-N
DB01711	23456-Pentafluorobenzyl Alcohol	PGJYYCIOYBZTPU-UHFFFAOYSA-N
DB01712	(3r)-4-(P-Toluenesulfonyl)-14-Thiazane-3-Carboxylicacid-L-Phenylalanine Ethyl Ester	NDDSSAGSYFVBTG-SFTDATJTSA-N
DB01713	Udp-Alpha-D-Xylopyranose	DQQDLYVHOTZLOR-OCIMBMBZSA-N
DB01714	N-Methyl-Lysine	PQNASZJZHFPQLE-LURJTMIESA-N
DB01715	78-Diamino-Nonanoic Acid	KCEGBPIYGIWCDH-JGVFFNPUSA-N
DB01716	2-Propenyl-N-Acetyl-Neuramic Acid	IUGVDRFIVSPVGO-KXEMTNKZSA-N
DB01717	Bis(Adenosine)-5'-Pentaphosphate	OIMACDRJUANHTJ-XPWFQUROSA-N
DB01718	Cetrimonium	RLGQACBPNDBWTB-UHFFFAOYSA-N
DB01719	Thio-Maltopentaose	HQMKYAZGNUQLJB-DCFYERRSSA-N
DB01720	(2z)-2-(Benzoylamino)-3-[4-(2-Bromophenoxy)Phenyl]-2-Propenoic Acid	WLPJLQNKCJWAFL-RGEXLXHISA-N
DB01721	Analogue of Indinavir Drug	MJIRDPUZGGHJMX-OIVSQUILSA-N
DB01723	{3-[3-(34-Dimethoxy-Phenyl)-1-(1-{1-[2-(345-Trimethoxy-Phenyl)-Butyryl]-Piperidin-2yl}-Vinyloxy)-Propyl]-Phenoxy}-Acetic Acid	XCCRAOPQCACRFC-OIFRRMEBSA-N
DB01724	Reduced Threonine	MUVQIIBPDFTEKM-QWWZWVQMSA-N
DB01725	2-{2-hydroxy-[11'-biphenyl]-3-yl}-1H-13-benzodiazole-5-carboximidamide	LMGQGPVCSYOMNS-UHFFFAOYSA-N
DB01726	2-Aminophenol	CDAWCLOXVUBKRW-UHFFFAOYSA-N
DB01727	Isocitric Acid	ODBLHEXUDAPZAU-OKKQSCSOSA-N
DB01728	3-[Aminoethylphosphoryl]-[12-Di-Palmitoyl]-Sn-Glycerol	SLKDGVPOSSLUAI-PGUFJCEWSA-N
DB01729	(1s3s4s)-134-Triphospho-Myo-Inositol	MMWCIQZXVOZEGG-MLQGYMEPSA-N
DB01730	Penciclovir	JNTOCHDNEULJHD-UHFFFAOYSA-N
DB01731	(S)-wiskostatin	XUBJEDZHBUPBKL-ZDUSSCGKSA-N
DB01732	(4r5s6s7r)-13-Dibenzyl-47-Bis(Phenoxymethyl)-56-Dihydroxy-13 Diazepan-2-One	SQBOSZXDOHQFAA-ZRTHHSRSSA-N
DB01733	L-Phospholactate	CSZRNWHGZPKNKY-UWTATZPHSA-N
DB01734	3-(Oxalyl-Amino)-Naphthalene-2-Carboxylic Acid	DQBLKSRRWDWNKQ-UHFFFAOYSA-N
DB01735	3-Chloroalaninate	ASBJGPTTYPEMLP-UWTATZPHSA-N
DB01736	[3-(Dodecanoylamino)Propyl](Hydroxy)Dimethylammonium	JNGWKQJZIUZUPR-UHFFFAOYSA-N
DB01737	Nalpha-(2-Naphthylsulfonylglycyl)-3-Amidino-DL-Phenylalanine-Isopropylester	YAEIKQDHLCFGAA-KRWDZBQOSA-N
DB01738	Phosphorylcolamine	SUHOOTKUPISOBE-UHFFFAOYSA-N
DB01739	Allo-Isoleucine	AGPKZVBTJJNPAG-UHNVWZDZSA-N
DB01740	2-Amino-4-Butyl-5-Propylselenazole	DOUUMUUUWUAPPC-UHFFFAOYSA-N
DB01741	CRA_17693	XCOFROALSAFROV-CQSZACIVSA-L
DB01742	(3r)-1-Acetyl-3-Methylpiperidine	XKFPNHDGLSYZRC-SSDOTTSWSA-N
DB01744	Camphor	DSSYKIVIOFKYAU-XCBNKYQSSA-N
DB01745	N-Alpha-(2-Naphthylsulfonyl)-N(3-Amidino-L-Phenylalaninyl)Isopipecolinic Acid Methyl Ester	JJLGQWCKMHPBEB-DEOSSOPVSA-N
DB01746	D-Leucine	ROHFNLRQFUQHCH-RXMQYKEDSA-N
DB01747	Coprogen	FQIVLXIUJLOKPL-DWZMLRRXSA-N
DB01748	N-Benzyl-4-Sulfamoyl-Benzamide	CZKNSZUJCJHTTM-UHFFFAOYSA-N
DB01749	12-Dimethoxyethane	XTHFKEDIFFGKHM-UHFFFAOYSA-N
DB01750	1-naphthaleneacetic acid	PRPINYUDVPFIRX-UHFFFAOYSA-N
DB01751	33'55'-Tetraiodothyroacetic Acid	PPJYSSNKSXAVDB-UHFFFAOYSA-N
DB01752	S-adenosyl-L-homocysteine	ZJUKTBDSGOFHSH-WFMPWKQPSA-N
DB01753	4-Oxo-Nicotinamide-Adenine Dinucleotide Phosphate	PIXSDSMVQQICPA-BYJCYCELSA-O
DB01754	34-Dihydroxy-1-Methylquinolin-2(1h)-One	BDLJEQMXDNMETQ-UHFFFAOYSA-N
DB01755	N-[Isoleucinyl]-N'-[Adenosyl]-Diaminosufone	XVTRBLLRODNOJV-VBJYJYTRSA-N
DB01756	4-phospho-L-threonic acid	ZCZXOHUILRHRQJ-STHAYSLISA-N
DB01758	3-Iodo-Tyrosine	UQTZMGFTRHFAAM-ZETCQYMHSA-N
DB01759	Kojic acid	BEJNERDRQOWKJM-UHFFFAOYSA-N
DB01760	2-Methoxy-3-Isopropylpyrazine	NTOPKICPEQUPPH-UHFFFAOYSA-N
DB01761	4-[5-[2-(1-Phenyl-Ethylamino)-Pyrimidin-4-Yl]-1-Methyl-4-(3-Trifluoromethylphenyl)-1h-Imidazol-2-Yl]-Piperidine	QICPQLFMWYQJGX-SFHVURJKSA-N
DB01762	Acetoacetic Acid	WDJHALXBUFZDSR-UHFFFAOYSA-N
DB01763	7-thionicotinamide-adenine-dinucleotide phosphate	OJNFDOAQUXJWED-NNYOXOHSSA-N
DB01764	Dalfopristin	SUYRLXYYZQTJHF-VMBLUXKRSA-N
DB01765	(5-Oxo-56-Dihydro-Indolo[12-a]Quinazolin-7-Yl)-Acetic Acid	INSBKYCYLCEBOD-UHFFFAOYSA-N
DB01766	Beta-(2-Naphthyl)-Alanine	JPZXHKDZASGCLU-LBPRGKRZSA-N
DB01767	Hemi-Babim	KKJYVDXDZURHMA-UHFFFAOYSA-N
DB01768	Methylumbelliferyl Sialic Acid	KKDWIUJBUSOPGC-GKHMPSLRSA-N
DB01769	3-sulfino-L-alanine	ADVPTQAUNPRNPO-REOHCLBHSA-N
DB01771	CRA_10991	QXAURVOBXQBPAP-UHFFFAOYSA-N
DB01772	3-[3-(23-Dihydroxy-Propylamino)-Phenyl]-4-(5-Fluoro-1-Methyl-1h-Indol-3-Yl)-Pyrrole-25-Dione	RPGZQOOZHIEPJW-HNNXBMFYSA-N
DB01773	4-[3-Carboxymethyl-3-(4-Phosphonooxy-Benzyl)-Ureido]-4-[(3-Cyclohexyl-Propyl)-Methyl-Carbamoyl]Butyric Acid	JSBQUMXQEBZYPW-NRFANRHFSA-N
DB01774	Adenosine-5'-Monophosphate Glucopyranosyl-Monophosphate Ester	WFPZSXYXPSUOPY-ROYWQJLOSA-N
DB01775	Dihydroxyacetone	RXKJFZQQPQGTFL-UHFFFAOYSA-N
DB01776	M-Cresol	RLSSMJSEOOYNOY-UHFFFAOYSA-N
DB01777	Coa-S-Trimethylene-Acetyl-Tryptamine	RFOXOYXMKJPZDH-VTINEICCSA-N
DB01778	8-Amino-13-Dimethyl-37-Dihydropurine-26-Dione	ZZESAIGPDOBLKZ-UHFFFAOYSA-N
DB01779	Glycerol-2-Phosphate	DHCLVCXQIBBOPH-UHFFFAOYSA-N
DB01780	Fusicoccin	KXTYBXCEQOANSX-WYKQKOHHSA-N
DB01782	26-Dihydroanthra/19-Cd/Pyrazol-6-One	ACPOUJIDANTYHO-UHFFFAOYSA-N
DB01783	Pantothenic acid	GHOKWGTUZJEAQD-UHFFFAOYSA-N
DB01784	4-Flourobenzenesulfonamide	LFLSATHZMYYIAQ-UHFFFAOYSA-N
DB01785	Dimethylallyl Diphosphate	CBIDRCWHNCKSTO-UHFFFAOYSA-N
DB01786	D-Alanine	QNAYBMKLOCPYGJ-UWTATZPHSA-N
DB01788	4-Imino-5-Methidyl-2-Methylpyrimidine	AXFPKNUSOMMYRV-UHFFFAOYSA-N
DB01789	1-Amino-23-Dihydroxy-5-Hydroxymethyl Cyclohex-5-Ene	BMZJPVSGERKRHP-ACZMJKKPSA-N
DB01790	Sp-Adenosine-3'5'-Cyclic-Monophosphorothioate	SMPNJFHAPJOHPP-PUHOFUEYSA-N
DB01791	Piclamilast	RRRUXBQSQLKHEL-UHFFFAOYSA-N
DB01792	Adenylyl-3'-5'-Phospho-Uridine-3'-Monophosphate	FZCSEXOMUJFOHQ-KPKSGTNCSA-N
DB01793	SB-409513	ONVZFCHLOZUXRP-UHFFFAOYSA-N
DB01794	bis(molybdopterin)tungsten cofactor	TXTOFHXWJBZWPO-UHFFFAOYSA-F
DB01795	Phenyl Boronic Acid	HXITXNWTGFUOAU-UHFFFAOYSA-N
DB01796	Quinolinic Acid	GJAWHXHKYYXBSV-UHFFFAOYSA-N
DB01797	(2R)-2-(aminomethyl)-24-dihydroxy-5-oxo-3-(2-oxoethyl)-25-dihydro-1h-imidazol-3-ium	IMYOMVNQPPPJHU-ZCFIWIBFSA-O
DB01798	Ethyl Dihydrogen Diphosphate	OJDJHGIXNZPZFD-UHFFFAOYSA-N
DB01799	4-Hydroxy-3-Methyl Butyl Diphosphate	URURINNTPGGDIV-YFKPBYRVSA-N
DB01800	N4-Dihydroxy-N-Oxo-3-(Sulfooxy)Benzenaminium	XMCCOOONGGUOLA-UHFFFAOYSA-N
DB01802	(4r)-7aza-78-Dihydrolimonene	LDFVYCXKPXXSNO-VIFPVBQESA-N
DB01803	2-(Trimethylammonium)Ethyl Thiol	VFUGTBZQGUVGEX-UHFFFAOYSA-O
DB01804	2-Ammoniobut-3-Enoate 2-Amino-3-Butenoate	RQVLGLPAZTUBKX-GSVOUGTGSA-N
DB01805	Monoisopropylphosphorylserine	DALHHSOTZKMXMV-YFKPBYRVSA-N
DB01806	10-{4-Dimethylamino-5-[4-Hydroxy-6-Methyl-5-(6-Methyl-5-Oxo-Tetrahydro-Pyran-2-Yloxy)-Tetrahydro-Pyrane-2-Yloxy]-6-Methyl-Tetrahydro-Pyran-2-Yloxy}-8-Ethyl-1811-Trihydroxy-78910-Tetrahydro-Naphthacene-512-Dione	OXPCRXLITLBLEY-ZVNFQBCFSA-N
DB01807	N-[(3z)-5-Tert-Butyl-2-Phenyl-12-Dihydro-3h-Pyrazol-3-Ylidene]-N'-(4-Chlorophenyl)Urea	PEGHHVFLTANTIZ-PTGBLXJZSA-N
DB01808	Thiarsahydroxy-Cysteine	SHJQITKLZDPXCU-REOHCLBHSA-N
DB01809	1-Ter-Butyl-3-P-Tolyl-1h-Pyrazolo[34-D]Pyrimidin-4-Ylamine	ZVPDNRVYHLRXLX-UHFFFAOYSA-N
DB01810	[1-(1-Methyl-45-Dioxo-Pent-2-Enylcarbamoyl)-2-Phenyl-Ethyl]-Carbamic Acid Benzyl Ester	NOXVWFAAXREWMI-GURWAVDKSA-N
DB01811	3h-Indole-56-Diol	SGNZYJXNUURYCH-UHFFFAOYSA-N
DB01812	Adenosine-3'-5'-Diphosphate	WHTCPDAXWFLDIH-KQYNXXCUSA-N
DB01813	Pyridoxyl-Glutamic Acid-5'-Monophosphate	JMRKOGDJNHPMHS-JTQLQIEISA-O
DB01814	2-Tridecanoyloxy-Pentadecanoic Acid	WLKQLKMXKFGMQI-SANMLTNESA-N
DB01815	Nz-(Dicarboxymethyl)Lysine	XINFXVVRMYBFMI-YFKPBYRVSA-N
DB01816	Castanospermine	JDVVGAQPNNXQDW-TVNFTVLESA-N
DB01817	Threonine-Aspartic Ester	VCAYFLVMRCFGDV-MOJAZDJTSA-N
DB01818	O3-Sulfonylgalactose	HHRMGTRTCHNCRO-FDROIEKHSA-N
DB01819	Phosphoenolpyruvate	DTBNBXWJWCWCIK-UHFFFAOYSA-N
DB01820	Compound 12 N-Acetyl-4-[(Carboxycarbonyl)(2-Carboxyphenyl)Amino]-N-Pentyl-1-Napthylalaniamide	UESXELNYBIOROE-QHCPKHFHSA-N
DB01821	L-N(Omega)-Nitroarginine-24-L-Diaminobutyric Amide	KUZKVXUOMSVPOA-BQBZGAKWSA-N
DB01822	(4R5R)-12-dithiane-45-diol	YPGMOWHXEQDBBV-IMJSIDKUSA-N
DB01823	Beta-D-Glucopyranose Spirohydantoin	QRXBDPYWCAAAAI-UXDJRKLDSA-N
DB01824	(3s)-Tetrahydrofuran-3-Yl (1r2s)-3-[4-((1r)-2-{[(S)-Amino(Hydroxy)Methyl]Oxy}-23-Dihydro-1h-Inden-1-Yl)-2-Benzyl-3-Oxopyrrolidin-2-Yl]-1-Benzyl-2-Hydroxypropylcarbamate	BYWKHOXUUACYRY-RJAVELRTSA-N
DB01825	2-Amino-8-Methylquinazolin-4(3h)-One	NLLZAHIPYDRNRQ-UHFFFAOYSA-N
DB01826	N-Butyl Isocyanide	FSBLVBBRXSCOKU-UHFFFAOYSA-N
DB01827	2356-Tetrafluoro-4-Methoxy-Benzamide	JTXPTSGPUNTKSM-UHFFFAOYSA-N
DB01828	Methylamine	BAVYZALUXZFZLV-UHFFFAOYSA-N
DB01829	Desulfo-Coenzyme A	ILWZMFJBPIYQKW-IBOSZNHHSA-N
DB01830	{4-[2-Acetylamino-2-(3-Carbamoyl-2-Cyclohexylmethoxy-6789-Tetrahydro-5h-Benzocyclohepten-5ylcarbamoyl)-Ethyl]-2-Phosphono-Phenyl}-Phosphonic Acid	SPSGYTWOIGAABK-DQEYMECFSA-N
DB01831	Tryptophanyl-5'amp	IFQVDHDRFCKAAW-SQIXAUHQSA-N
DB01832	4-[Hydroxy-[Methyl-Phosphinoyl]]-3-Oxo-Butanoic Acid	MZTALSPOBPYJPG-UHFFFAOYSA-N
DB01833	L-2-Amino-4-(Guanidinooxy)Butyric Acid	FSBIGDSBMBYOPN-VKHMYHEASA-N
DB01834	(9R10R)-9-(S-glutathionyl)-10-hydroxy-910-dihydrophenanthrene	JNNIZILNBMPOAC-MOXQZVSFSA-N
DB01835	4r-Fluoro-N6-Ethanimidoyl-L-Lysine	LTCJJIZTKXNFGK-RQJHMYQMSA-N
DB01836	[4-(6-Chloro-Naphthalene-2-Sulfonyl)-Piperazin-1-Yl]-(3456-Tetrahydro-2h-[14']Bipyridinyl-4-Yl)-Methanone	ZLAKCKVFSRSENR-UHFFFAOYSA-N
DB01837	O-acetyl-L-serine	VZXPDPZARILFQX-BYPYZUCNSA-N
DB01838	64'-Dihydroxy-3-Methyl-3'5'-Dibromoflavone	GKDYOXMZSXVKPP-UHFFFAOYSA-N
DB01839	Propylene glycol	DNIAPMSPPWPWGF-UHFFFAOYSA-N
DB01840	2-Deoxy-D-Glucitol 6-(E)-Vinylhomophosphonate	CZQSGBWQBMZTMQ-AEVYZNAZSA-N
DB01841	46-Dideoxyglucose	BJBURJZEESAQPG-MOJAZDJTSA-N
DB01842	3'-Phosphate-Adenosine-5'-Diphosphate	GBBWIZKLHXYJOA-KQYNXXCUSA-N
DB01843	3-Amino-8910-Trihydroxy-7-Hydroxymethyl-6-Oxa-13-Diaza-Spiro[4.5]Decane-24-Dione	KLJXQBRQPPSXPZ-WWHASAIZSA-N
DB01844	NN-dimethylformamide	ZMXDDKWLCZADIW-UHFFFAOYSA-N
DB01846	Oxidized Coenzyme A	HWMGJMKHOJKGLQ-IBOSZNHHSA-N
DB01847	N-Carbamyl-D-Valine	JDXMIYHOSFNZKO-SCSAIBSYSA-N
DB01849	34-Dihydrouracil	OIVLITBTBDPEFK-UHFFFAOYSA-N
DB01850	(2s3s8s9s)-3-Amino-9-Methoxy-268-Trimethyl-10-Phenyldeca-46-Dienoic Acid	HJVCHYDYCYBBQX-AWKNMOFVSA-N
DB01851	Tetrabutylammonium Ion	DZLFLBLQUQXARW-UHFFFAOYSA-N
DB01852	Kaempherol	IYRMWMYZSQPJKC-UHFFFAOYSA-N
DB01853	Bacteriochlorophyll A	DSJXIQQMORJERS-AGGZHOMASA-M
DB01854	5-Bromonicotinamide	YOQRXZIMSKLRCY-UHFFFAOYSA-N
DB01855	5-(Hydroxy-Methyl-Amino)-3-Methyl-Pyrrolidine-2-Carboxylic Acid	PGYJBAGGGAUHGV-HSUXUTPPSA-N
DB01856	Pimelic Acid	WLJVNTCWHIRURA-UHFFFAOYSA-N
DB01857	Phosphoaspartate	IXZNKTPIYKDIGG-REOHCLBHSA-N
DB01858	[1-(4-Fluorobenzyl)Cyclobutyl]Methyl (1s)-1-[Oxo(1h-Pyrazol-5-Ylamino)Acetyl]Pentylcarbamate	QTPYRNAKLBXKNP-SFHVURJKSA-N
DB01859	4-Diphosphocytidyl-2-C-Methyl-D-Erythritol 2-Phosphate	HTJXTKBIUVFUAR-XHIBXCGHSA-N
DB01860	Cordycepin Triphosphate	NLIHPCYXRYQPSD-BAJZRUMYSA-N
DB01861	Uridine diphosphate glucose	HSCJRCZFDFQWRP-JZMIEXBBSA-N
DB01862	Isopropyl beta-D-thiogalactopyranoside	BPHPUYQFMNQIOC-NXRLNHOXSA-N
DB01863	Inositol 1345-Tetrakisphosphate	CIPFCGZLFXVXBG-CNWJWELYSA-N
DB01864	5'-Guanosine-Diphosphate-Monothiophosphate	XOFLBQFBSOEHOG-UUOKFMHZSA-N
DB01865	3-(6-Aminopyridin-3-Yl)-N-Methyl-N-[(1-Methyl-1h-Indol-2-Yl)Methyl]Acrylamide	AKFPMLBVLWZSQX-CSKARUKUSA-N
DB01866	RU79256	USNMCXDGQQVYSW-SSDOTTSWSA-N
DB01868	Glycyl-L-a-Aminopimelyl-E-(D-2-Aminoethyl)Phosphonate	DREJXTKPUGMERN-YUMQZZPRSA-M
DB01869	Rhamnose	PNNNRSAQSRJVSB-BXKVDMCESA-N
DB01870	14-dithio-alpha-D-glucopyranose	MUOMBPNNVXJUGT-QZABAPFNSA-N
DB01871	[1-(1-Benzyl-3-Hydroxy-2-Oxo-Propylcarbamoyl)-2-Phenyl-Ethyl]-Carbamic Acid Benzyl Ester	OACUXIVGLLCILS-ZEQRLZLVSA-N
DB01872	2-deoxy-2-acetamido-beta-D-galactose-4-sulfate	WHCJUIFHMJFEFZ-UIAUGNHASA-N
DB01873	Epothilone D	XOZIUKBZLSUILX-GIQCAXHBSA-N
DB01874	Tropinone	QQXLDOJGLXJCSE-KNVOCYPGSA-N
DB01875	8-Azaxanthine	KVGVQTOQSNJTJI-UHFFFAOYSA-N
DB01876	Bis(5-Amidino-2-Benzimidazolyl)Methanone	VVVXDHROXQUONB-UHFFFAOYSA-N
DB01877	N-Hydroxy 1n(4-Methoxyphenyl)Sulfonyl-4-(ZE-N-Methoxyimino)Pyrrolidine-2r-Carboxamide	OJLWCTMBGWSVFC-JOYOIKCWSA-N
DB01878	Benzophenone	RWCCWEUUXYIKHB-UHFFFAOYSA-N
DB01879	(S)-2-{Methyl-[2-(Naphthalene-2-Sulfonylamino)-5-(Naphthalene-2-Sulfonyloxy)-Benzoyl]-Amino}-Succinicacid	JOAALZBSMWLOPQ-LJAQVGFWSA-N
DB01880	34-Dihydroxycinnamic Acid	QAIPRVGONGVQAS-DUXPYHPUSA-N
DB01881	2-Methylpentane-124-Triol	OMXLSJPESIOAGG-WDSKDSINSA-N
DB01882	(2s)-2-Amino-4-(Methylsulfanyl)-1-Pyridin-2-Ylbutane-11-Diol	JPZQHIBHGCCNKS-QMMMGPOBSA-N
DB01883	N-(Sulfanylacetyl)Tyrosylprolylmethioninamide	LNLWXWOYQHAKTD-ULQDDVLXSA-N
DB01884	2-Amino-3-Methyl-1-Pyrrolidin-1-Yl-Butan-1-One	IHBAVXVTGLANPI-QMMMGPOBSA-N
DB01885	D-Galctopyranosyl-1-On	PHOQVHQSTUBQQK-MGCNEYSASA-N
DB01887	Inhibitor BEA369	HLBCBFBFJWGTFR-QKXNMUHCSA-N
DB01888	4-[5-(Trans-4-Aminocyclohexylamino)-3-Isopropylpyrazolo[15-a]Pyrimidin-7-Ylamino]-NN-Dimethylbenzenesulfonamide	MDIWBYRNTPTYQI-QAQDUYKDSA-N
DB01889	1617-Androstene-3-Ol	KRVXMNNRSSQZJP-PHFHYRSDSA-N
DB01890	NN-Bis(3-(D-gluconamido)propyl)deoxycholamide	OJSUWTDDXLCUFR-HGZMBBKESA-N
DB01891	Tl-3-093	QLOIOASGERKBSU-NYVOZVTQSA-N
DB01892	Hyperforin	IWBJJCOKGLUQIZ-HQKKAZOISA-N
DB01893	N6-Benzyl Adenosine-5'-Diphosphate	MRHGMAGSDAQUFH-LSCFUAHRSA-N
DB01894	N-acetyl-alpha-neuraminic acid	SQVRNKJHWKZAKO-YRMXFSIDSA-N
DB01895	Aspartyl-Adenosine-5'-Monophosphate	QPBSGQWTJLPZNF-VWJPMABRSA-N
DB01896	M-Aminophenylboronic Acid	JMZFEHDNIAQMNB-UHFFFAOYSA-N
DB01897	2-(2f-Benzothiazolyl)-5-Styryl-3-(4f-Phthalhydrazidyl)Tetrazolium Chloride	BEIGFKLRGRRJJA-JLHYYAGUSA-O
DB01898	(2S3S)-2-azanyl-3-methyl-pentanedioic acid	FHJNAFIJPFGZRI-UCORVYFPSA-N
DB01899	Nd1-Phosphonohistidine	VOHVXLVXSYAFOA-YFKPBYRVSA-O
DB01900	Toluene	YXFVVABEGXRONW-UHFFFAOYSA-N
DB01901	Sucrosofate	WEPNHBQBLCNOBB-UGDNZRGBSA-N
DB01902	1-Ethyl-Pyrrolidine-25-Dione	GHAZCVNUKKZTLG-UHFFFAOYSA-N
DB01903	5-Bromo-2'-Deoxyuridine-5'-Monophosphate	LHLHVDBXXZVYJT-RRKCRQDMSA-N
DB01904	Xylitol	HEBKCHPVOIAQTA-SCDXWVJYSA-N
DB01905	2-(2-Hydroxy-5-Methoxy-Phenyl)-1h-Benzoimidazole-5-Carboxamidine	ZFCKHJJALHETHG-UHFFFAOYSA-O
DB01906	3-(5-Amino-7-Hydroxy-[123]Triazolo[45-D]Pyrimidin-2-Yl)-Benzoic Acid	KNLLRZNGRRRPEW-UHFFFAOYSA-N
DB01907	NADH	BOPGDPNILDQYTO-NNYOXOHSSA-N
DB01908	RU85493	MWEWSHNGVWABKG-SVBPBHIXSA-N
DB01909	Alpha-Cyclodextrin (Cyclohexa-Amylose)	HFHDHCJBZVLPGP-RWMJIURBSA-N
DB01910	Sinefungin	LMXOHSDXUQEUSF-YECHIGJVSA-N
DB01911	N-Methylmesoporphyrin	YNWHQWMCLCANDI-YIYRCNGCSA-N
DB01912	22':6'2''-Terpyridine Platinum(Ii)	XTQMQLRZXBEQCS-UHFFFAOYSA-M
DB01914	D-glucose	GZCGUPFRVQAUEE-SLPGGIOYSA-N
DB01915	S-Hydroxycysteine	FXIRVRPOOYSARH-REOHCLBHSA-N
DB01917	Putrescine	KIDHWZJUCRJVML-UHFFFAOYSA-N
DB01918	[Methyltelluro]Acetate	OKJWQADPGUWQAJ-UHFFFAOYSA-M
DB01919	Pentanal	HGBOYTHUEUWSSQ-UHFFFAOYSA-N
DB01920	1-O-[O-Nitrophenyl]-Beta-D-Galactopyranose	KUWPCJHYPSUOFW-YBXAARCKSA-N
DB01921	Xylose-Derived Lactam Oxime	JDBSITHMKSTORG-FLRLBIABSA-N
DB01922	Maltosyl-Alpha (14)-D-Gluconhydroximo-15-Lactam	AHRWQUNEPBVNOT-IVJVVCOPSA-N
DB01923	L-Xylulose 5-Phosphate	FNZLKVNUWIIPSJ-WHFBIAKZSA-N
DB01924	Benzhydroxamic Acid	VDEUYMSGMPQMIK-UHFFFAOYSA-N
DB01925	2'-Chloro-Biphenyl-23-Diol	SNGROCQMAKYWRE-UHFFFAOYSA-N
DB01926	Carboxymycobactin S	FHVPNAZTTVYYAS-USYALTDMSA-M
DB01927	Duroquinone	WAMKWBHYPYBEJY-UHFFFAOYSA-N
DB01928	Huperzine A	ZRJBHWIHUMBLCN-YQEJDHNASA-N
DB01929	5-Chloryl-246-Quinazolinetriamine	AOIWFGJNGXKHGL-UHFFFAOYSA-N
DB01930	24-Dihydroxy-33-Dimethyl-Butyrate	OTOIIPJYVQJATP-BYPYZUCNSA-M
DB01931	Dcka 57-Dichlorokynurenic Acid	BGKFPRIGXAVYNX-UHFFFAOYSA-N
