"1,12-Besm"	PGMIWVSHZMWSSI-UHFFFAOYSA-N
SIB-1757	UOJMXHLMOUOGPY-UHFFFAOYSA-N
SIB-1893	SISOFUCTXZKSOQ-ZHACJKMWSA-N
SID-7969543	KWMBIIQCLUIHDI-OAHLLOKOSA-N
SIS3	IJYPHMXWKKKHGT-VAWYXSNFSA-N
SJ-172550	RKKFQJXGAQWHBZ-LICLKQGHSA-N
SJ-733	VKCPFWKTFZAOTO-LEWJYISDSA-N
SJG-136	RWZVMMQNDHPRQD-SFTDATJTSA-N
SK&F-10047-(+)	LGQCVMYAEFTEFN-DQYPLSBCSA-N
SKA-31	FECQXVPRUCCUIL-UHFFFAOYSA-N
SKF-38393	JUDKOGFHZYMDMF-AWEZNQCLSA-N
SKF-77434	QBUVZVXIRYFENV-KRWDZBQOSA-N
SKF-81297	GHWJEDJMOVUXEC-UHFFFAOYSA-N
SKF-83566	XFTVOHWWEQGXLS-HNNXBMFYSA-N
SKF-86002	YOELZIQOLWZLQC-UHFFFAOYSA-N
SKF-89976A	TXQKSMSLZVKQBI-FQEVSTJZSA-N
SKF-91488	UFYJLJINUGVUHO-UHFFFAOYSA-N
SKF-96365	HLMBXBGDBBCYII-QFIPXVFZSA-N
SKI-II	ZFGXZJKLOFCECI-UHFFFAOYSA-N
SKLB-1028	WSOHOUHPUOAXIN-UHFFFAOYSA-N
SKLB1002	RQVGFDBMONQTBC-UHFFFAOYSA-N
SLV-319-(+/-)	AXJQVVLKUYCICH-OAQYLSRUSA-N
SLV-320	RBZNJGHIKXAKQE-HDJSIYSDSA-N
SM-108	PXQCVBRDIZZRGM-UHFFFAOYSA-N
SM-21	WTPAXDRULIZRDJ-ABFRBSLYSA-N
SMER-28	BCPOLXUSCUFDGE-UHFFFAOYSA-N
SMI-4a	NGJLOFCOEOHFKQ-YVMONPNESA-N
SN-2	WKLZNTYMDOPBSE-IARIHHJXSA-N
SN-38	FJHBVJOVLFPMQE-QFIPXVFZSA-N
SN-6	ZVYIJXLMBWCGHP-RTBURBONSA-N
SNAP	DKBCGIRXIKTDKA-YFKPBYRVSA-N
SNAP-5089	FIIXCJGBCCCOQQ-XIFFEERXSA-N
SNAP-94847	VMLZFUVIKCGATC-UHFFFAOYSA-N
SNC-80	KQWVAUSXZDRQPZ-UMTXDNHDSA-N
SNG-1153	OXHMDMVBLQNMGP-UHFFFAOYSA-N
SNS-314	FAYAUAZLLLJJGH-UHFFFAOYSA-N
SNX-2112	ZFVRYNYOPQZKDG-MQMHXKEQSA-N
SNX-5422	AVDSOVJPJZVBTC-CTYIDZIISA-N
SP-100030	GHMKQBWHPQMXSH-UHFFFAOYSA-N
SP-141	AABFWJDLCCDJJN-UHFFFAOYSA-N
SP-420	YASYAEVZKXPYIZ-MRXNPFEDSA-N
SPP301	YBWLTKFZAOSWSM-UHFFFAOYSA-N
SPP86	JQOIRTDBHMDWMT-UHFFFAOYSA-N
SQ-109	JFIBVDBTCDTBRH-UNRAVDGJSA-N
SQ-22536	UKHMZCMKHPHFOT-ZCFIWIBFSA-N
SR-1078	DUXWIYXHHGNUJU-UHFFFAOYSA-N
SR-11302	RQANARBNMTXCDM-DKOHIBGUSA-N
SR-140333	RPDFDSQFBCJTDY-GAQXSTBRSA-N
SR-1664	IIJDFXNUWZTHIM-NRFANRHFSA-N
SR-2211	KVHKWAZUPPBMLL-UHFFFAOYSA-N
SR-2640	LMPZHLXYBWGGNT-UHFFFAOYSA-N
SR-27897	ILNRQFBVVQUOLP-UHFFFAOYSA-N
SR-3306	QDMXVKKPYBGIAS-UHFFFAOYSA-N
SR-33805	GCVFQRRBTCHIPK-UHFFFAOYSA-N
SR-3576	MTFAYLZZDJGFGV-UHFFFAOYSA-N
SR-3677	OQWZIAVXCYIZNN-OAQYLSRUSA-N
SR-57227A	WPVVMKYQOMJPIN-UHFFFAOYSA-N
SR-59230A	VFDHMSXXELYMRW-ICSRJNTNSA-N
SR-95639A	RUTYAHFAKWVMNH-UHFFFAOYSA-N
SRC-kinase-inhibitor-I	DMWVGXGXHPOEPT-UHFFFAOYSA-N
SRPIN340	DWFGGOFPIISJIT-UHFFFAOYSA-N
SRT1720	IASPBORHOMBZMY-UHFFFAOYSA-N
SRT2104	LAMQVIQMVKWXOC-UHFFFAOYSA-N
SRT3190	QVKPEMXUBULFBM-FZMZJTMJSA-N
SSR128129E	SNMCWIDCSPHZRD-UHFFFAOYSA-N
SSR180711	RXLOZRCLQMJJLC-UHFFFAOYSA-N
SSR240612	QGWIQIAWOCJRPI-WSCVWKGISA-N
ST-1535	CYYQMAWUIRPCNW-UHFFFAOYSA-N
ST-1859	ZPANWZBSGMDWON-UHFFFAOYSA-N
ST-2825	HBLHLJXFIPCEMW-ZJSFPPFMSA-N
ST-91	IALHTUPVRAQZFI-UHFFFAOYSA-N
STA-5326	HSKAZIJJKRAJAV-KOEQRZSOSA-N
STAT3-inhibitor-VI	HWNUSGNZBAISFM-UHFFFAOYSA-N
STF-083010	TVIVJHZHPKNDAQ-MHWRWJLKSA-N
STF-118804	DLFCEZOMHBPDGI-UHFFFAOYSA-N
STF-31	NGQPRVWTFNBUHA-UHFFFAOYSA-N
STF-62247	KATNUHQNJGNLPW-UHFFFAOYSA-N
SU014813	CTNPALGJUAXMMC-PMFHANACSA-N
SU11274	FPYJSJDOHRDAMT-KQWNVCNZSA-N
SU16f	APYYTEJNOZQZNA-MOSHPQCFSA-N
SU3327	NQQBNZBOOHHVQP-UHFFFAOYSA-N
SU4312	UAKWLVYMKBWHMX-PTNGSMBKSA-N
SU9516	QNUKRWAIZMBVCU-WCIBSUBMSA-N
SUN-11602	KCODNOOPOPTZMO-UHFFFAOYSA-N
SUN-B-8155	SGJLINMLDNLWOS-CXUHLZMHSA-N
SX-011	GUTYHDCSDBBMGW-UHFFFAOYSA-N
SY-640	JIWDGIYBLGMPRV-UHFFFAOYSA-N
SYM-2081	KRKRAOXTGDJWNI-DMTCNVIQSA-N
SYM-2206	OFUDZKKOKPGXOH-LBPRGKRZSA-N
SirReal-2	MENNDDDTIIZDDN-UHFFFAOYSA-N
T-0070907	FRPJSHKMZHWJBE-UHFFFAOYSA-N
T-0156	JEMJAABFSYOLAP-UHFFFAOYSA-N
T-025	PMWVYONICYRLNY-UHFFFAOYSA-N
T-0901317	SGIWFELWJPNFDH-UHFFFAOYSA-N
T-1095	BXNCIERBDJYIQT-PRDVQWLOSA-N
T-5224	DALCQQSLNPLQFZ-UHFFFAOYSA-N
T-5601640	XVOKFRPKSAWELK-UHFFFAOYSA-N
T-62	OTZVBZFYMFTYKH-UHFFFAOYSA-N
T-807	GETAAWDSFUCLBS-UHFFFAOYSA-N
TA-01	TWPJJJZCYVFUOA-UHFFFAOYSA-N
TAK-063	KVHRYLNQDWXAGI-UHFFFAOYSA-N
TAK-220	ASSJTMUEFHUKMJ-UHFFFAOYSA-N
TAK-243	KJDAGXLMHXUAGV-DGWLBADLSA-N
TAK-285	ZYQXEVJIFYIBHZ-UHFFFAOYSA-N
TAK-593	DZFZXPPHBWCXPQ-UHFFFAOYSA-N
TAK-632	OJFKUJDRGJSAQB-UHFFFAOYSA-N
TAK-659	MJHOMTRKVMKCNE-NWDGAFQWSA-N
TAK-715	HEKAIDKUDLCBRU-UHFFFAOYSA-N
TAK-733	RCLQNICOARASSR-SECBINFHSA-N
TAK-779	XNHZXMPLVSJQFK-UHFFFAOYSA-O
TAK-875	BZCALJIHZVNMGJ-HSZRJFAPSA-N
TAK-901	WKDACQVEJIVHMZ-UHFFFAOYSA-N
TAK-960	GWRSATNRNFYMDI-UHFFFAOYSA-N
TAME	FKMJXALNHKIDOD-LBPRGKRZSA-N
TAS-103	ROWSTIYZUWEOMM-UHFFFAOYSA-N
TBA-354	ZXSGSFMORAILEY-HNNXBMFYSA-N
TC-A-2317	XHHRGYCOEVNAKV-ZDUSSCGKSA-N
TC-ASK-10	SMJAMOAYGIVKRI-UHFFFAOYSA-N
TC-E-5002	NEHSERYKENINRH-UHFFFAOYSA-N
TC-E-5006	ONYWALXTZFPKAS-WINIVTDRSA-N
TC-F-2	NXTBLPPTZRPJCA-IBGZPJMESA-N
TC-FPR-43	PAEBEUZTAPIOIO-UHFFFAOYSA-N
TC-G-1000	RLKWQKZPCMICPS-UHFFFAOYSA-N
TC-G-1004	JENSDTKXNVHSSN-UHFFFAOYSA-N
TC-G-1005	JQULIQJSYPZQMA-UHFFFAOYSA-N
TC-G-1008	DRSZMILOMUPIBJ-UHFFFAOYSA-N
TC-H-106	WTKBRPXPNAKVEQ-UHFFFAOYSA-N
TC-I-15	XKLHCUGVLCGKKX-RBUKOAKNSA-N
TC-I-2000	ADCDUDFEGFKKQH-NRFANRHFSA-N
TC-I-2014	VSMFCZZEKTVDHM-UHFFFAOYSA-N
TC-LPA5-4	BNALUYKEGYUHQC-UHFFFAOYSA-N
TC-Mps1-12	XDEFNAWAKYQBQY-UHFFFAOYSA-N
TC-N-1752	QLKAFHZJICDACE-UHFFFAOYSA-N
TC-NTR1-17	ZQUSYVORYNBGLG-FQEVSTJZSA-N
TC-O-9311	KPTMSQHTGZMEFU-UHFFFAOYSA-N
TC-OT-39	KSNHHKZYKYNBEI-NDEPHWFRSA-N
TC-S-7003	BHJJWVDKNXABFS-UHFFFAOYSA-N
TC-S-7004	CQKBSRPVZZLCJE-UHFFFAOYSA-N
TC-S-7005	DAAGOCSHXCDWDY-ZDUSSCGKSA-N
TC-S-7006	NMEUKWOOQOHUNA-UHFFFAOYSA-N
TC-S-7009	CDQUJZKBRAFWNG-UHFFFAOYSA-N
TC-SP-14	GVXGVDIXINMAAL-UHFFFAOYSA-N
TC1	FYGREZKTJIXWIH-APDWONGJSA-N
TC2559	HFZDMKMXPGRKCK-GQCTYLIASA-N
TCID	IDLAOWFFKWRNHB-UHFFFAOYSA-N
TCN201	FYIBXBFDXNPBSF-UHFFFAOYSA-N
TCN238	LNUXNUNUGIHCPA-VOTSOKGWSA-N
TCS-2002	RCKYSTKYIVULEK-DEOSSOPVSA-N
TCS-21311	CLGRAWDGLMENOD-UHFFFAOYSA-N
TCS-2210	ZOFZKGFBKISZRI-UHFFFAOYSA-N
TCS-2314	ITXAAOWFOURIHK-DEOSSOPVSA-N
TCS-3035	WXMCOLGPDOYHNK-UITAMQMPSA-N
TCS-359	FSPQCTGGIANIJZ-UHFFFAOYSA-N
TCS-5861528	ZUTUWJYMCADJHD-GFCCVEGCSA-N
TCS-HDAC6-20b	DQZMLPMCOMRJOR-MOVGKWKRSA-N
TCS-OX2-29	COFVZFLCAOUMJT-OAQYLSRUSA-N
TCS-PIM-1-1	SVSYJTYGPLVUOZ-UHFFFAOYSA-N
TCV-309	NWWZMECSQFUIGC-UHFFFAOYSA-O
TD139	YGIDGBAHDZEYMT-MQFIMZJJSA-N
TEN-010	PKQXLRYFPSZKDU-QFIPXVFZSA-N
TEPP-46	ZWKJWVSEDISQIS-RUZDIDTESA-N
TFC-007	NLSSUSRERAMBTA-UHFFFAOYSA-N
TG-003	BGVLELSCIHASRV-QPEQYQDCSA-N
TG-02	VXBAJLGYBMTJCY-NSCUHMNNSA-N
TG-100572	AQSSMEORRLJZLU-UHFFFAOYSA-N
TG-100713	UOORQSPLBHUQDQ-UHFFFAOYSA-N
TG-100801	JMGXJHWTVBGOKG-UHFFFAOYSA-N
TG-101209	JVDOKQYTTYUYDV-UHFFFAOYSA-N
TG100-115	UJIAQDJKSXQLIT-UHFFFAOYSA-N
TGR-1202	IUVCFHHAEHNCFT-INIZCTEOSA-N
TGX-221	CPRAGQJXBLMUEL-MRXNPFEDSA-N
TH-302	UGJWRPJDTDGERK-UHFFFAOYSA-N
TH-588	PNMYJIOQIAEYQL-UHFFFAOYSA-N
THK5351	DLVXFZWSPCOWSN-CQSZACIVSA-N
THZ1	OBJNFLYHUXWUPF-IZZDOVSWSA-N
THZ1-R	TUERFPPIPKZNKE-UHFFFAOYSA-N
THZ2	FONRCZUZCHXWBD-VGOFMYFVSA-N
TIC10	RSAQARAFWMUYLL-UHFFFAOYSA-N
TMC-353121	DKORMNNYNRPTBJ-UHFFFAOYSA-N
TMC647055	UOBYJVFBFSLCTQ-UHFFFAOYSA-N
TMN-355	SFNLLCUAISZNRV-UHFFFAOYSA-N
TMPH	PWWKJRFUJIFGGD-UHFFFAOYSA-N
TMS	JDBCWSHYEQUBLW-AATRIKPKSA-N
TNP-470	MSHZHSPISPJWHW-PVDLLORBSA-N
TP-003	SJMMDWXJSSJHOQ-UHFFFAOYSA-N
TP-0903	YUAALFPUEOYPNX-UHFFFAOYSA-N
TP-3654	XRNVABDYQLHODA-JCNLHEQBSA-N
TPCA-1	SAYGKHKXGCPTLX-UHFFFAOYSA-N
TPPS4	PBHVCRIXMXQXPD-UHFFFAOYSA-N
TRAM-34	KBFUQFVFYYBHBT-UHFFFAOYSA-N
TRAM-39	JHNRTPKGSCVKKC-UHFFFAOYSA-N
TRIM	WZBWBNCQUTXYEL-UHFFFAOYSA-N
TRV130	DMNOVGJWPASQDL-OAQYLSRUSA-N
TS-011	CQMCOBQPZDLWIX-UHFFFAOYSA-N
TTNPB	FOIVPCKZDPCJJY-JQIJEIRASA-N
TTP-22	RAOULLCLLOGTDA-UHFFFAOYSA-N
TU-2100	LIBAUACOIKWWKP-UHFFFAOYSA-N
TUG-770	KIZUBVPJNPVIIN-UHFFFAOYSA-N
TUG-891	LPGBXHWIQNZEJB-UHFFFAOYSA-N
TW-37	PQAPVTKIEGUPRN-UHFFFAOYSA-N
TWS-119	VPVLEBIVXZSOMQ-UHFFFAOYSA-N
TXA127	PVHLMTREZMEJCG-GDTLVBQBSA-N
TY-52156	XONRRGIRSGNWFP-UHFFFAOYSA-N
U-0124	GXGXSVFKGDVBMD-UHFFFAOYSA-N
U-0126	ZCHZSBUNJOCWCW-UHFFFAOYSA-N
U-0521	VDQLKIBLTMPAHI-UHFFFAOYSA-N
U-104	YJQZNWPYLCNRLP-UHFFFAOYSA-N
U-18666A	DMZCCFMMPHJWQY-BKWLFHPQSA-N
U-50488-(-)	VQLPLYSROCPWFF-ROUUACIJSA-N
U-54494A	JUBNVWGVNWIXMB-SJORKVTESA-N
U-75799E	WZHKXNSOCOQYQX-FUAFALNISA-N
U-99194	UOLJKAPABHXFRE-UHFFFAOYSA-N
UAMC-00039	DNVZYSMOLXCOLY-HNNXBMFYSA-N
UB-165	TVSNVPGPFGAKPT-JQWIXIFHSA-N
UBP-296	UUIYULWYHDSXHL-NSHDSACASA-N
UBP-302	UUIYULWYHDSXHL-NSHDSACASA-N
UBP-310	ZTAZUCRXCRXNSU-VIFPVBQESA-N
UC-112	LTGLGIQQZXSLLF-UHFFFAOYSA-N
UCL-2077	PQFNWDHABGBCHB-UHFFFAOYSA-N
UF-010	BVQCFCYPFJOOAV-UHFFFAOYSA-N
UH-232-(+)	BTOJYCTUJJHANF-WMLDXEAASA-N
UK-356618	JJHRUUKMPWUYIB-HVOSOHGQSA-N
UK-383367	ARJCBSRIPGJMAD-LLVKDONJSA-N
UK-5099	BIZNHCWFGNKBBZ-JLHYYAGUSA-N
UNC0224	XIVUGRBSBIXXJE-UHFFFAOYSA-N
UNC0321	AULLUGALUBVBDD-UHFFFAOYSA-N
UNC0631	XFAXSWXKPQWHDW-UHFFFAOYSA-N
UNC0638	QOECJCJVIMVJGX-UHFFFAOYSA-N
UNC0642	RNAMYOYQYRYFQY-UHFFFAOYSA-N
UNC0646	OUKWLRHRXOPODD-UHFFFAOYSA-N
UNC0737	ATORKVYCKKBNTF-UHFFFAOYSA-N
UNC1215	PQOOIERVZAXHBP-UHFFFAOYSA-N
UNC1999	DPJNKUOXBZSZAI-UHFFFAOYSA-N
UNC2025	MJSHVHLADKXCML-RQNOJGIXSA-N
UNC2250	HSYSSKFCQHXOBP-MXVIHJGJSA-N
UNC2327	MYTRGTBDVGKKRO-UHFFFAOYSA-N
UNC3230	RZCNASHHHSKTGP-UHFFFAOYSA-N
UNC669	CQERVFFAOOUFEQ-UHFFFAOYSA-N
UNC926	OWGLFIKZKQOYHZ-UHFFFAOYSA-N
UPF-1069	JJWMRRNGWSITSQ-UHFFFAOYSA-N
URB597	ROFVXGGUISEHAM-UHFFFAOYSA-N
URMC-099	QKKIWEILHCXECO-UHFFFAOYSA-N
V-51	KKCOGNFFBYOKMA-UHFFFAOYSA-N
VBY-825	PPUXXDKQNAHHON-BJLQDIEVSA-N
VCH-916	LNYKGELUODVSNS-YSXIEMCBSA-N
VE-821	DUIHHZKTCSNTGM-UHFFFAOYSA-N
VE-822	JZCWLJDSIRUGIN-UHFFFAOYSA-N
VER-155008	ZXGGCBQORXDVTE-UMCMBGNQSA-N
VER-49009	HUNAOTXNHVALTN-UHFFFAOYSA-N
VGX-1027	MUFJHYRCIHHATF-SECBINFHSA-N
VL285	HEDFFPYRFJKXQP-VJTSUQJLSA-N
VLX1570	SCKXBVLYWLLALY-CZCYGEDCSA-N
VLX600	UQOSBPRTQFFUOA-NHDPSOOVSA-N
VP-20629	GOLXRNDWAUTYKT-UHFFFAOYSA-N
VS-4718	IGUBBWJDMLCRIK-UHFFFAOYSA-N
VT-464	ZBRAJOQFSNYJMF-SFHVURJKSA-N
VTP-27999	NXWASIVXQMMPLM-ZXMXYHOLSA-N
VU0155069	DRIMIUYGTDAQOX-KRWDZBQOSA-N
VU0238429	CKLGZXFOLMHCMC-UHFFFAOYSA-N
VU0240551	WJRWSLORVIHRNX-UHFFFAOYSA-N
VU0357121	AHCYOTLTLQTPSU-UHFFFAOYSA-N
VU0360172	NEMHWVUKNWAKTM-UHFFFAOYSA-N
VU0361737	ARYUXFNGXHNNDM-UHFFFAOYSA-N
VU0364439	IXHCGJXBIHHIEF-UHFFFAOYSA-N
VU0364739	MSTXJJGAXXJCBY-UHFFFAOYSA-N
VU0364770	SUYUTNCKIOLMAJ-UHFFFAOYSA-N
VU0422288	MZRLPXFGQKQHST-UHFFFAOYSA-N
VU10010	FPRULFHDSFKYBV-UHFFFAOYSA-N
VU152100	MDNWGCQSCGNTKH-UHFFFAOYSA-N
VU1545	BRAZLURTFMCAHU-UHFFFAOYSA-N
VU29	KIALCSMRIHRFPL-UHFFFAOYSA-N
VU591	ZQPXNYLXYNRFNP-UHFFFAOYSA-N
VUF10166	FFXVTQDGTKEXHF-UHFFFAOYSA-N
VUF10460	NIJGWJIOMPHDBP-UHFFFAOYSA-N
VUF11207	JVRRRKAXHMGUHZ-JIKIWWBOSA-N
VX-11e	WUTVMXLIGHTZJC-OAQYLSRUSA-N
VX-222	WPMJNLCLKAKMLA-UGLKCIBTSA-N
VX-702	FYSRKRZDBHOFAY-UHFFFAOYSA-N
VX-745	VEPKQEUBKLEPRA-UHFFFAOYSA-N
VX-765	SJDDOCKBXFJEJB-MOKWFATOSA-N
W-54011	DVYASSBBADJRAS-MUUNZHRXSA-N
WAY-100635	SBPRIAGPYFYCRT-UHFFFAOYSA-N
WAY-161503	PHGWDAICBXUJDU-SNVBAGLBSA-N
WAY-170523	FARMEEAGJWMFSZ-UHFFFAOYSA-N
WAY-200070	BAAILVWEAXFTSF-UHFFFAOYSA-N
WAY-207024	AVEVJMZJJJDOCI-UHFFFAOYSA-N
WAY-208466	SFSFIDVAEMDPIP-UHFFFAOYSA-N
WAY-213613	BNYDDAAZMBUFRG-ZDUSSCGKSA-N
WAY-255348	KIOOLNRTWPFVHX-UHFFFAOYSA-N
WAY-316606	ITBGJNVZJBVPLJ-UHFFFAOYSA-N
WAY-362450	INASOKQDNHHMRE-UHFFFAOYSA-N
WAY-600	FPEIJQLXFHKLJV-UHFFFAOYSA-N
WAY-629	OIGHTPDWPMLMGT-UHFFFAOYSA-N
WB-4101	GYSZUJHYXCZAKI-AWEZNQCLSA-N
WDR5-0103	ZPLBXOVTSNRBFB-UHFFFAOYSA-N
WEHI-345-analog	ZCZGSEXBXXYQQC-UHFFFAOYSA-N
WH-4-023	NBTNHSGBRGTFJS-UHFFFAOYSA-N
WHI-P154	CBIAKDAYHRWZCU-UHFFFAOYSA-N
WIKI4	RNUXIZKXJOGYQP-UHFFFAOYSA-N
WIN-18446	FAOMZVDZARKPFJ-UHFFFAOYSA-N
WIN-64338	UKMJWGFHXMGRNG-QLKFWGTOSA-O
WP1066	VFUAJMPDXIRPKO-LQELWAHVSA-N
WP1130	LIDOPKHSVQTSJY-VMEIHUARSA-N
WP921	DDVAZOPRCKAYOV-UHFFFAOYSA-N
WR99210	MJZJYWCQPMNPRM-UHFFFAOYSA-N
WWL-113	AKIIPHDGVCFVCC-UHFFFAOYSA-N
WWL-123	UUJGYRHAOHORFC-UHFFFAOYSA-N
WY-16922	GGLRYZACPLNCKB-UHFFFAOYSA-N
WYE-125132	QLHHRYZMBGPBJG-OYRHEFFESA-N
WYE-354	IMXHGCRIEAKIBU-UHFFFAOYSA-N
WYE-687	VDOCQQKGPJENHJ-UHFFFAOYSA-N
WZ-3146	APHGZZPEOCCYNO-UHFFFAOYSA-N
WZ-4002	ITTRLTNMFYIYPA-UHFFFAOYSA-N
WZ4003	SDGJBAUIGHSMRI-UHFFFAOYSA-N
WZ8040	KIISCIGBPUVZBF-UHFFFAOYSA-N
WZ811	KBVFRXIGQQRMEF-UHFFFAOYSA-N
XAV-939	KLGQSVMIPOVQAX-UHFFFAOYSA-N
XBD173	NBMBIEOUVBHEBM-UHFFFAOYSA-N
XD-14	DPBKLIVPNYGQQG-UHFFFAOYSA-N
XE-991	KHJFBUUFMUBONL-UHFFFAOYSA-N
XL019	ISOCDPQFIXDIMS-QHCPKHFHSA-N
XL041	HNAJDMYOTDNOBK-UHFFFAOYSA-N
XL147	MQMKRQLTIWPEDM-UHFFFAOYSA-N
XL228	ALKJNCZNEOTEMP-UHFFFAOYSA-N
XL388	LNFBAYSBVQBKFR-UHFFFAOYSA-N
XL647	HVXKQKFEHMGHSL-QKDCVEJESA-N
XL888	LHGWWAFKVCIILM-HLRQEUIKSA-N
XMD17-109	XVBGRTMNFNMINE-UHFFFAOYSA-N
XMD8-92	QAPAJIZPZGWAND-UHFFFAOYSA-N
Y-11	SQWGHMPVSMSPNY-UHFFFAOYSA-N
Y-134	LQEOPHGPHCWOAC-UHFFFAOYSA-N
Y-26763	IWTCFIIOUXJOOV-OLZOCXBDSA-N
Y-27152	RHFUXPCCELGMFC-UXHICEINSA-N
Y-27632	IYOZTVGMEWJPKR-IJLUTSLNSA-N
Y-29794	HAGHKJDWBDSFKC-UHFFFAOYSA-N
Y-320	BWZNJVZTAWBIFG-UHFFFAOYSA-N
Y-39983	JTVBXQAYBIJXRP-SNVBAGLBSA-N
Y16	ITMLWGWTDWJSRZ-PXLXIMEGSA-N
YC-1	OQQVFCKUDYMWGV-UHFFFAOYSA-N
YIL-781	FRKXOBMDEXCHHD-SFHVURJKSA-N
YK-4-279	HLXSCTYHLQHQDJ-KRWDZBQOSA-N
YL0919	BGMVOROUOUVVRV-UHFFFAOYSA-N
YM-022	YCXFHPUBGMMWJQ-PMERELPUSA-N
YM-155	OTSOOHRUMBRSHZ-UHFFFAOYSA-N
YM-201636	YBPIBGNBHHGLEB-UHFFFAOYSA-N
YM-244769	JZMLHJRKSJXARY-UHFFFAOYSA-N
YM-298198	KCBXOMYXOBVLED-UHFFFAOYSA-N
YM-298198-desmethyl	VWOMTTIMBHBPBI-UHFFFAOYSA-N
YM-511	GGPPBTSXFROGAE-UHFFFAOYSA-N
YM-58483	XPRZIORDEVHURQ-UHFFFAOYSA-N
YM-750	FMLJREWZCZHGGW-UHFFFAOYSA-N
YM-90709	HIXSPVQXXDULHS-UHFFFAOYSA-N
YM-976	MNHXYNNKDDXKNP-UHFFFAOYSA-N
YO-01027	QSHGISMANBKLQL-OWJWWREXSA-N
YS-035	OXZMQFKVNVQMLI-UHFFFAOYSA-N
YS-201	LBSRZVRITCRLIU-JOCHJYFZSA-N
YZ9	IETDBZQIWIJQJG-UHFFFAOYSA-N
Z160	VCPMZDWBEWTGNW-UHFFFAOYSA-N
ZAPA	QEYNZJBVNYDZKZ-UPHRSURJSA-N
ZCL-278	XKZDWYDHEBCGCG-UHFFFAOYSA-N
ZD-0947	RUVMMEREJMHLOS-LBPRGKRZSA-N
ZD-2079	SRBPKVWITYPHQR-KRWDZBQOSA-N
ZD-7114	RVMBDLSFFNKKLG-SFHVURJKSA-N
ZD-7155	BFVNEYDCFJNLGN-UHFFFAOYSA-N
ZD-7288	JABSKGQQWUDVRU-UHFFFAOYSA-N
ZK-164015	LYJSJVYJLZOMCD-UHFFFAOYSA-N
ZK-200775	WZMQMKNCWDCCMT-UHFFFAOYSA-N
ZK-811752	XQYASZNUFDVMFH-CQSZACIVSA-N
ZK-93423	ALBKMJDFBZVHAK-UHFFFAOYSA-N
ZK-93426	VMDUABMKBUKKPG-UHFFFAOYSA-N
ZLN005	LQUNNCQSFFKSSK-UHFFFAOYSA-N
ZLN024	KWJRSHZSULRJHE-UHFFFAOYSA-N
ZM-226600	LJLXQHHFAKVTNP-OAHLLOKOSA-N
ZM-241385	PWTBZOIUWZOPFT-UHFFFAOYSA-N
ZM-306416	YHUIUSRCUKUUQA-UHFFFAOYSA-N
ZM-323881	NVBNDZZLJRYRPD-UHFFFAOYSA-N
ZM-336372	PYEFPDQFAZNXLI-UHFFFAOYSA-N
ZM-39923	JSASWRWALCMOQP-UHFFFAOYSA-N
ZM-447439	OGNYUTNQZVRGMN-UHFFFAOYSA-N
ZSET1446	QZWYXEBIQWJXAR-UHFFFAOYSA-N
ZSTK-474	HGVNLRPZOWWDKD-UHFFFAOYSA-N
abacavir	MCGSCOLBFJQGHM-SCZZXKLOSA-N
abafungin	TYBHXIFFPVFXQW-UHFFFAOYSA-N
abamectin	ZFUKERYTFURFGA-PVVXTEPVSA-N
abametapir	PTRATZCAGVBFIQ-UHFFFAOYSA-N
abemaciclib	UZWDCWONPYILKI-UHFFFAOYSA-N
abiraterone	GZOSMCIZMLWJML-VJLLXTKPSA-N
abiraterone-acetate	UVIQSJCZCSLXRZ-UBUQANBQSA-N
acadesine	RTRQQBHATOEIAF-UUOKFMHZSA-N
acalabrutinib	WDENQIQQYWYTPO-IBGZPJMESA-N
acalisib	DOCINCLJNAXZQF-LBPRGKRZSA-N
acamprosate	AFCGFAGUEYAMAO-UHFFFAOYSA-N
acarbose	XUFXOAAUWZOOIT-SXARVLRPSA-N
acebilustat	GERJIEKMNDGSCS-DQEYMECFSA-N
acebutolol	GOEMGAFJFRBGGG-UHFFFAOYSA-N
acecainide	KEECCEWTUVWFCV-UHFFFAOYSA-N
aceclidine	WRJPSSPFHGNBMG-VIFPVBQESA-N
aceclofenac	MNIPYSSQXLZQLJ-UHFFFAOYSA-N
acedapsone	AMTPYFGPPVFBBI-UHFFFAOYSA-N
acedoben	QCXJEYYXVJIFCE-UHFFFAOYSA-N
acefylline	HCYFGRCYSCXKNQ-UHFFFAOYSA-N
aceglutamide	KSMRODHGGIIXDV-YFKPBYRVSA-N
acelarin	NHTKGYOMICWFQZ-LHFSRKHSSA-N
acemetacin	FSQKKOOTNAMONP-UHFFFAOYSA-N
aceneuramic-acid	SQVRNKJHWKZAKO-PFQGKNLYSA-N
acenocoumarol	VABCILAOYCMVPS-HNNXBMFYSA-N
acepromazine	NOSIYYJFMPDDSA-UHFFFAOYSA-N
acesulfame-potassium	YGCFIWIQZPHFLU-UHFFFAOYSA-N
acetanilide	FZERHIULMFGESH-UHFFFAOYSA-N
acetazolamide	BZKPWHYZMXOIDC-UHFFFAOYSA-N
acetohexamide	VGZSUPCWNCWDAN-UHFFFAOYSA-N
acetophenazine	WNTYBHLDCKXEOT-UHFFFAOYSA-N
acetriazoic-acid	GNOGSFBXBWBTIG-UHFFFAOYSA-N
