ENSG00000000003	O43657
ENSP00000319739	Q14257
ENSP00000319744	P46093
ENSP00000319756	Q63HR2
ENSP00000319778	Q9NWT8
ENSP00000319781	Q86YS6
ENSP00000319782	O00592
ENSP00000319785	Q9H898
ENSP00000319788	P15559
ENSP00000319796	A6NH21
ENSP00000319799	Q8IZA3
ENSP00000319814	P35558
ENSP00000319817	Q9H6K4
ENSP00000319826	Q96JN8
ENSP00000319829	Q8N1G0
ENSP00000319831	Q9H4E7
ENSP00000319846	P0DP57
ENSP00000319851	Q8NE62
ENSP00000319877	Q96PR1
ENSP00000319883	Q9UHX3
ENSP00000319897	Q7L5A3
ENSP00000319914	Q9NR00
ENSP00000319918	Q8TB96
ENSP00000319947	Q9ULH0
ENSP00000319960	Q8N423
ENSP00000319974	Q8WY36
ENSP00000319977	Q92597
ENSP00000319979	Q67FW5
ENSP00000319984	P08172
ENSP00000319991	O15403
ENSP00000319992	P17152
ENSP00000320002	P23560
ENSP00000320006	O75970
ENSP00000320017	Q92561
ENSP00000320025	Q08289
ENSP00000320038	O14559
ENSP00000320043	O75608
ENSP00000320050	Q9UK33
ENSP00000320058	Q5ZPR3
ENSP00000320059	Q96T76
ENSP00000320077	Q8NGI4
ENSP00000320081	Q8NDZ4
ENSP00000320084	Q5ZPR3
ENSP00000320087	Q4KMQ2
ENSP00000320089	A6NCS4
ENSP00000320092	Q99963
ENSP00000320096	Q8NCA9
ENSP00000320116	Q6PK18
ENSP00000320117	Q15642
ENSP00000320130	O14576
ENSP00000320147	Q15910
ENSP00000320165	Q9ULJ1
ENSP00000320168	P80303
ENSP00000320171	P14618
ENSP00000320176	P14317
ENSP00000320180	Q02643
ENSP00000320184	Q9Y3D9
ENSP00000320188	Q8NAF0
ENSP00000320204	Q9Y6M1
ENSP00000320209	O60543
ENSP00000320219	Q5FYB0
ENSP00000320228	Q3KQU3
ENSP00000320232	Q8NDH2
ENSP00000320234	Q6UXD7
ENSP00000320236	Q9Y584
ENSP00000320246	Q8IVB4
ENSP00000320247	Q13520
ENSP00000320251	Q6NW34
ENSP00000320283	Q5H9L4
ENSP00000320291	Q9BXW6
ENSP00000320295	Q13509
ENSP00000320298	P17706
ENSP00000320302	Q8NGI8
ENSP00000320303	Q9NX36
ENSP00000320309	Q9Y285
ENSP00000320318	Q8WWR8
ENSP00000320324	P55786
ENSP00000320337	P53816
ENSP00000320340	Q13574
ENSP00000320343	Q9NR28
ENSP00000320345	Q9H5V9
ENSP00000320346	Q9HB65
ENSP00000320347	Q96NJ6
ENSP00000320359	Q9H7X7
ENSP00000320376	Q9BPV8
ENSP00000320378	Q9UHI5
ENSP00000320390	O75023
ENSP00000320401	O75795
ENSP00000320413	Q9ULC3
ENSP00000320416	Q86XT2
ENSP00000320430	Q8WXG8
ENSP00000320431	O43173
ENSP00000320434	Q9UBT7
ENSP00000320447	P49116
ENSP00000320461	Q8N9N2
ENSP00000320485	O14497
ENSP00000320488	Q96NT1
ENSP00000320493	Q15642
ENSP00000320503	Q96F86
ENSP00000320508	Q96GF1
ENSP00000320509	Q8NDB2
ENSP00000320516	Q9H4M9
ENSP00000320520	Q2VPJ9
ENSP00000320528	Q9UMR5
ENSP00000320532	Q8NEX5
ENSP00000320543	O95208
ENSP00000320546	P17706
ENSP00000320560	Q8NGH3
ENSP00000320563	Q6ZS81
ENSP00000320566	Q9NXR8
ENSP00000320567	Q9Y291
ENSP00000320580	Q08209
ENSP00000320592	Q8N8E3
ENSP00000320604	Q96IV6
ENSP00000320622	Q15746
ENSP00000320623	Q96G75
ENSP00000320625	Q6DN72
ENSP00000320634	Q9UIG8
ENSP00000320646	Q4G176
ENSP00000320648	A6NE52
ENSP00000320649	Q8N998
ENSP00000320650	Q9H1X3
ENSP00000320658	Q9Y2Z4
ENSP00000320663	Q9HC35
ENSP00000320672	Q6YFQ2
ENSP00000320675	Q96Q27
ENSP00000320679	Q8N4C7
ENSP00000320688	Q96CQ1
ENSP00000320709	Q15848
ENSP00000320754	Q9BYT3
ENSP00000320757	A6NC51
ENSP00000320758	P29475
ENSP00000320768	P53805
ENSP00000320784	Q9NRI5
ENSP00000320794	Q68DE3
ENSP00000320797	Q9UJT1
ENSP00000320813	Q8WTQ1
ENSP00000320815	Q6W3E5
ENSP00000320821	O43896
ENSP00000320828	Q9H6S3
ENSP00000320849	Q52MB2
ENSP00000320866	P27797
ENSP00000320869	Q8WV44
ENSP00000320885	Q9UBP0
ENSP00000320886	Q9NP71
ENSP00000320893	Q9H765
ENSP00000320898	Q8IYW5
ENSP00000320913	Q9UH92
ENSP00000320917	Q8N9T8
ENSP00000320924	Q8TF74
ENSP00000320935	P14672
ENSP00000320936	Q96F46
ENSP00000320940	Q15788
ENSP00000320948	Q86XR5
ENSP00000320949	A5YKK6
ENSP00000320951	P81534
ENSP00000320957	Q8N8G2
ENSP00000320965	O60512
ENSP00000320968	Q8IY63
ENSP00000321000	O94986
ENSP00000321005	Q6UXG3
ENSP00000321021	Q8N5U0
ENSP00000321026	Q8IV03
ENSP00000321029	Q8NHP7
ENSP00000321034	Q96QB1
ENSP00000321038	Q8N661
ENSP00000321049	Q86WZ6
ENSP00000321070	P23368
ENSP00000321071	O43236
ENSP00000321077	Q9NYZ4
ENSP00000321106	P20366
ENSP00000321108	Q92563
ENSP00000321116	Q8N8W4
ENSP00000321132	Q86TJ5
ENSP00000321139	Q96P50
ENSP00000321179	Q6ZP01
ENSP00000321184	O75054
ENSP00000321187	Q96GC6
ENSP00000321195	Q9Y2G3
ENSP00000321196	Q8NH76
ENSP00000321203	Q8NFZ5
ENSP00000321221	Q9NRF2
ENSP00000321230	Q96RR4
ENSP00000321239	Q96PM5
ENSP00000321249	Q8N7X8
ENSP00000321259	P37837
ENSP00000321260	P10176
ENSP00000321266	P48739
ENSP00000321271	Q9NR77
ENSP00000321288	Q9UJY5
ENSP00000321309	Q9H322
ENSP00000321320	Q9BTY7
ENSP00000321326	P25116
ENSP00000321330	P50876
ENSP00000321334	P08519
ENSP00000321338	Q8NGB2
ENSP00000321343	O15466
ENSP00000321345	Q5VWK5
ENSP00000321346	Q8NHH1
ENSP00000321347	Q96SI9
ENSP00000321348	O60879
ENSP00000321365	P54725
ENSP00000321370	Q9BTP6
ENSP00000321386	Q8N4B4
ENSP00000321388	Q9Y574
ENSP00000321389	Q93077
ENSP00000321406	P52742
ENSP00000321419	Q8NH37
ENSP00000321424	Q06495
ENSP00000321427	Q8NCM2
ENSP00000321445	O60682
ENSP00000321447	Q8NGB4
ENSP00000321449	Q9Y3A4
ENSP00000321455	Q86XE3
ENSP00000321463	Q96P56
ENSP00000321475	Q2WGJ6
ENSP00000321498	Q8NCC5
ENSP00000321503	Q96HS1
ENSP00000321506	Q8NH49
ENSP00000321507	O14977
ENSP00000321514	Q9NQS3
ENSP00000321519	Q8NEA5
ENSP00000321537	Q15334
ENSP00000321544	O94819
ENSP00000321546	Q969J3
ENSP00000321549	Q8N4F4
ENSP00000321563	Q96HJ3
ENSP00000321573	Q96PD2
ENSP00000321583	Q8TF46
ENSP00000321584	P12268
ENSP00000321591	O14965
ENSP00000321594	P51172
ENSP00000321606	Q14194
ENSP00000321617	Q9H8Y5
ENSP00000321618	O60840
ENSP00000321625	A9UHW6
ENSP00000321627	Q8N957
ENSP00000321631	P01732
ENSP00000321636	Q13472
ENSP00000321646	Q96PD2
ENSP00000321650	Q8TF68
ENSP00000321656	P30307
ENSP00000321674	O43236
ENSP00000321679	Q86SG2
ENSP00000321684	P50221
ENSP00000321691	Q8NB37
ENSP00000321698	Q96N19
ENSP00000321703	O75410
ENSP00000321706	P57678
ENSP00000321711	Q8TF46
ENSP00000321724	P51460
ENSP00000321731	Q8TF21
ENSP00000321732	O95476
ENSP00000321735	O95907
ENSP00000321737	Q8NDA8
ENSP00000321739	Q08499
ENSP00000321744	P62807
ENSP00000321746	Q96HC4
ENSP00000321749	O95486
ENSP00000321791	O75920
ENSP00000321797	P55075
ENSP00000321800	Q9UM11
ENSP00000321804	Q8N4S7
ENSP00000321805	Q99578
ENSP00000321810	Q9H3H1
ENSP00000321812	Q68DI1
ENSP00000321813	O94983
ENSP00000321821	Q9HCS2
ENSP00000321826	Q5T5C0
ENSP00000321834	Q86VP3
ENSP00000321835	P43268
ENSP00000321837	Q96PX1
ENSP00000321845	P53992
ENSP00000321848	Q8TAW3
ENSP00000321850	Q5TC63
ENSP00000321853	P08697
ENSP00000321856	Q96HD1
ENSP00000321874	Q9Y2A9
ENSP00000321927	Q8NEE6
ENSP00000321929	Q86XW9
ENSP00000321945	P55075
ENSP00000321951	Q9BWQ8
ENSP00000321962	Q8TAL6
ENSP00000321963	Q8NAM6
ENSP00000321971	Q8IXI1
ENSP00000321984	Q9H903
ENSP00000321987	Q8WU66
ENSP00000321988	P50225
ENSP00000321997	Q659C4
ENSP00000321999	Q03431
ENSP00000322016	Q9UHX1
ENSP00000322020	Q9H936
ENSP00000322021	Q96HC4
ENSP00000322036	Q9UHX1
ENSP00000322061	P10643
ENSP00000322079	Q8NCW0
ENSP00000322087	Q02577
ENSP00000322088	Q8NGJ4
ENSP00000322100	Q9NQX7
ENSP00000322108	Q5VXU9
ENSP00000322142	Q8WYH8
ENSP00000322147	Q9NQC3
ENSP00000322159	Q96DT6
ENSP00000322170	Q8NHR9
ENSP00000322175	P27144
ENSP00000322180	Q9BVC3
ENSP00000322181	O94777
ENSP00000322182	O94875
ENSP00000322191	Q8WTQ1
ENSP00000322192	P0DJD8
ENSP00000322218	Q9BZ72
ENSP00000322223	Q969I3
ENSP00000322238	Q9NWQ9
ENSP00000322242	Q8N5U6
ENSP00000322249	Q9BRQ5
ENSP00000322250	Q8NFM7
ENSP00000322251	Q59H18
ENSP00000322265	Q6ZNG0
ENSP00000322270	O95490
ENSP00000322273	Q9NRN5
ENSP00000322276	O95498
ENSP00000322280	P58418
ENSP00000322287	Q9NZ71
ENSP00000322300	Q8N394
ENSP00000322304	Q9H237
ENSP00000322316	Q99807
ENSP00000322323	Q8IXL6
ENSP00000322339	Q9GZP7
ENSP00000322341	P57723
ENSP00000322343	Q8IZL9
ENSP00000322363	Q8N720
ENSP00000322373	Q9H8W4
ENSP00000322390	Q92913
ENSP00000322396	Q15050
ENSP00000322408	Q9BY66
ENSP00000322419	P05387
ENSP00000322421	P69905
ENSP00000322422	Q8N9C0
ENSP00000322427	Q8N823
ENSP00000322435	Q8NGW1
ENSP00000322439	P49411
ENSP00000322440	Q7Z6K1
ENSP00000322450	P49821
ENSP00000322457	O43255
ENSP00000322460	Q8IWT1
ENSP00000322469	Q5JPI3
ENSP00000322478	Q8N157
ENSP00000322486	Q8NHW6
ENSP00000322508	Q9Y587
ENSP00000322519	Q9Y4J8
ENSP00000322524	Q9H773
ENSP00000322529	Q8N2I2
ENSP00000322532	Q8N2H9
ENSP00000322545	Q08ER8
ENSP00000322550	Q9BZ11
ENSP00000322568	P35716
ENSP00000322570	Q07864
ENSP00000322579	Q9BUL5
ENSP00000322582	Q53FE4
ENSP00000322591	Q08648
ENSP00000322594	Q14964
ENSP00000322604	Q96QU1
ENSP00000322608	O60861
ENSP00000322609	Q5RHP9
ENSP00000322617	Q8WXA8
ENSP00000322628	P49703
ENSP00000322631	P57768
ENSP00000322640	Q6ZUB1
ENSP00000322649	Q8N5S1
ENSP00000322650	Q8N103
ENSP00000322652	P57768
ENSP00000322675	Q12923
ENSP00000322679	Q8NGJ9
ENSP00000322706	Q01581
ENSP00000322716	Q49A26
ENSP00000322730	Q9NQX7
ENSP00000322731	Q9HC97
ENSP00000322749	O00148
ENSP00000322754	Q8NGJ8
ENSP00000322775	Q6PJF5
ENSP00000322777	O43670
ENSP00000322784	Q8NH90
ENSP00000322788	P03956
ENSP00000322801	Q8NGI0
ENSP00000322802	Q86VY4
ENSP00000322804	O43312
ENSP00000322808	Q96KV7
ENSP00000322811	Q5U623
ENSP00000322832	Q9GZN7
ENSP00000322837	Q8WWA1
ENSP00000322845	Q14202
ENSP00000322860	P21145
ENSP00000322866	Q8NH56
ENSP00000322872	Q9Y2L8
ENSP00000322885	Q86UW9
ENSP00000322887	Q14011
ENSP00000322898	Q9UH73
ENSP00000322899	Q8N446
ENSP00000322909	Q14192
ENSP00000322915	Q5VZL5
ENSP00000322924	P30939
ENSP00000322926	Q9Y4F1
ENSP00000322937	Q6UWE0
ENSP00000322938	Q14160
ENSP00000322939	Q8NGI3
ENSP00000322956	P55082
ENSP00000322957	Q9P286
ENSP00000322977	P81877
ENSP00000322991	O15382
ENSP00000323003	Q9BU61
ENSP00000323036	P15309
ENSP00000323046	Q9NQT5
ENSP00000323047	Q9BT17
ENSP00000323050	Q99708
ENSP00000323063	Q2VIR3
ENSP00000323065	Q8TAE8
ENSP00000323068	Q9H0V1
ENSP00000323071	Q8N9L9
ENSP00000323074	Q7Z5J4
ENSP00000323075	Q8N292
ENSP00000323076	Q9BU61
ENSP00000323087	Q658N2
ENSP00000323096	Q86WK7
ENSP00000323099	Q8WXE1
ENSP00000323101	O60565
ENSP00000323118	Q8N5S9
ENSP00000323148	P17029
ENSP00000323152	Q96BD5
ENSP00000323155	Q8N907
ENSP00000323183	Q8N680
ENSP00000323184	Q8TBZ2
ENSP00000323191	Q9NXZ1
ENSP00000323194	Q9HCM2
ENSP00000323198	P49895
ENSP00000323199	Q8TCD1
ENSP00000323217	I6L899
ENSP00000323246	Q96AV8
ENSP00000323264	Q8N4S9
ENSP00000323265	Q5D0E6
ENSP00000323270	Q8IXQ5
ENSP00000323275	Q8WXU2
ENSP00000323280	P30203
ENSP00000323288	Q8IZ73
ENSP00000323293	Q86VK4
ENSP00000323300	Q96R06
ENSP00000323302	Q8TC44
ENSP00000323304	Q8N8F7
ENSP00000323313	Q14554
ENSP00000323315	P00519
ENSP00000323326	Q16665
ENSP00000323328	Q9Y286
ENSP00000323332	Q6UUV9
ENSP00000323339	Q4AC94
ENSP00000323348	Q8N7E2
ENSP00000323353	Q8IX04
ENSP00000323354	Q8NGP6
ENSP00000323355	Q17R55
ENSP00000323360	Q969W1
ENSP00000323362	Q8ND25
ENSP00000323377	O60645
ENSP00000323387	Q8N6D5
ENSP00000323408	Q96Q07
ENSP00000323421	Q14683
ENSP00000323424	Q9H9L3
ENSP00000323433	Q9BRT8
ENSP00000323435	Q96L94
ENSP00000323439	Q96SB8
ENSP00000323443	O95793
ENSP00000323455	Q8N7U7
ENSP00000323462	Q8NCE2
ENSP00000323479	O75752
ENSP00000323505	P40933
ENSP00000323508	Q96PE1
ENSP00000323511	Q96T60
ENSP00000323512	P27986
ENSP00000323516	Q9UKP6
ENSP00000323527	Q9UL63
ENSP00000323534	P02751
ENSP00000323543	Q8N0S6
ENSP00000323549	Q96N87
ENSP00000323568	P11168
ENSP00000323571	O95467
ENSP00000323580	Q13099
ENSP00000323584	Q6ZSZ6
ENSP00000323587	Q8WWA0
ENSP00000323588	P48431
ENSP00000323591	Q96C03
ENSP00000323595	Q8NGG4
ENSP00000323599	O75602
ENSP00000323635	Q96ND0
ENSP00000323645	Q8N584
ENSP00000323659	Q9Y4C1
ENSP00000323663	Q8NFT6
ENSP00000323670	O95365
ENSP00000323678	Q8N4Q0
ENSP00000323681	Q8NDL9
ENSP00000323687	Q9C0C9
ENSP00000323693	Q8IUD6
ENSP00000323696	O75718
ENSP00000323714	A6NMX2
ENSP00000323720	O60244
ENSP00000323740	P55916
ENSP00000323747	O00255
ENSP00000323756	Q15051
ENSP00000323763	Q9NVK5
ENSP00000323775	Q9NWQ4
ENSP00000323780	Q92551
ENSP00000323782	Q96MW1
ENSP00000323795	Q5T0J7
ENSP00000323811	Q9UJ83
ENSP00000323821	Q3ZCU0
ENSP00000323837	Q9BWU0
ENSP00000323847	Q8N4G2
ENSP00000323853	Q8NH50
ENSP00000323856	Q15149
ENSP00000323858	Q8TDD1
ENSP00000323867	P54619
ENSP00000323872	Q96G91
ENSP00000323879	Q8NHG8
ENSP00000323880	Q92949
ENSP00000323889	Q14258
ENSP00000323895	Q8NH80
ENSP00000323901	Q14332
ENSP00000323913	Q9BYV6
ENSP00000323926	Q7Z2W7
ENSP00000323927	Q8IUK5
ENSP00000323928	Q8N146
ENSP00000323929	P01023
ENSP00000323945	Q7L3S4
ENSP00000323967	Q969G3
ENSP00000323973	Q9HBG6
ENSP00000323982	Q8N162
ENSP00000324005	Q9HBG6
ENSP00000324011	Q9NQW7
ENSP00000324020	Q9NS87
ENSP00000324025	Q99674
ENSP00000324056	Q96MX3
ENSP00000324064	Q86Y25
ENSP00000324100	Q7Z7H8
ENSP00000324101	P48509
ENSP00000324105	P13929
ENSP00000324122	Q8WWY3
ENSP00000324124	P62875
ENSP00000324127	Q9NYI0
ENSP00000324165	Q9HBG6
ENSP00000324173	P11021
ENSP00000324175	Q6ZN01
ENSP00000324177	Q96FT9
ENSP00000324181	Q9UKR0
ENSP00000324191	Q8N5I3
ENSP00000324196	Q6ZMQ8
ENSP00000324203	Q9BUR4
ENSP00000324204	Q8N3F0
ENSP00000324205	Q9BY43
ENSP00000324210	Q8N4C6
ENSP00000324222	Q5SQI0
ENSP00000324241	Q6NXP0
ENSP00000324245	Q2M3G4
ENSP00000324246	O75030
ENSP00000324248	P01210
ENSP00000324269	Q9UBX7
ENSP00000324270	P30559
ENSP00000324271	Q6NT32
ENSP00000324274	Q8TBK6
ENSP00000324277	Q96LR9
ENSP00000324287	Q15057
ENSP00000324302	Q8NFX7
ENSP00000324315	Q5JTH9
ENSP00000324318	Q8WVT3
ENSP00000324323	Q8WW35
ENSP00000324343	Q9UBR1
ENSP00000324346	A0PJK1
ENSP00000324364	O75122
ENSP00000324366	Q9C000
ENSP00000324375	Q9Y6K1
ENSP00000324392	Q63HN8
ENSP00000324403	Q96EK2
ENSP00000324404	Q9BT92
ENSP00000324419	Q86SS6
ENSP00000324422	Q15942
ENSP00000324441	Q8N9Z0
ENSP00000324443	O75030
ENSP00000324444	Q9NS73
ENSP00000324459	Q5SQI0
ENSP00000324463	P49750
ENSP00000324464	P48730
ENSP00000324483	P02724
ENSP00000324491	Q8WUX9
ENSP00000324510	O94812
ENSP00000324518	Q96JC4
ENSP00000324527	O94832
ENSP00000324532	Q16787
ENSP00000324534	Q8NHC7
ENSP00000324551	Q9Y2M2
ENSP00000324557	Q8NG81
ENSP00000324560	O75385
ENSP00000324570	Q8N3Y3
ENSP00000324573	Q13045
ENSP00000324578	P14921
ENSP00000324587	P78312
ENSP00000324598	Q8NDQ6
ENSP00000324605	Q6AZW8
ENSP00000324625	Q86V42
ENSP00000324628	Q99747
ENSP00000324633	P81534
ENSP00000324636	Q8IV63
ENSP00000324648	P20813
ENSP00000324651	Q6UXF1
ENSP00000324660	Q01970
ENSP00000324672	Q6UX73
ENSP00000324687	Q8NG76
ENSP00000324693	Q9NZI5
ENSP00000324697	O15091
ENSP00000324701	Q9Y586
ENSP00000324721	Q5T124
ENSP00000324729	Q9H4B6
ENSP00000324740	P07947
ENSP00000324741	Q8WVR3
ENSP00000324742	P24001
ENSP00000324755	Q8N3F0
ENSP00000324763	Q96NZ8
ENSP00000324769	Q8NH72
ENSP00000324792	Q8NCF5
ENSP00000324804	P30153
ENSP00000324806	P49841
ENSP00000324810	Q96EY5
ENSP00000324817	Q14296
ENSP00000324827	Q02040
ENSP00000324842	Q86V21
ENSP00000324856	Q15831
ENSP00000324857	Q8NFY4
ENSP00000324870	Q6UWN8
ENSP00000324874	Q8N6K7
ENSP00000324882	Q8NA54
ENSP00000324884	O43365
ENSP00000324890	P10747
ENSP00000324897	P63279
ENSP00000324901	Q8N0W5
ENSP00000324920	Q8N1H7
ENSP00000324944	Q6ZNC8
ENSP00000324948	P35712
ENSP00000324956	Q9UBS8
ENSP00000324960	P57796
ENSP00000325002	Q9Y678
ENSP00000325017	Q15021
ENSP00000325018	Q5MCW4
ENSP00000325055	Q9BWS9
ENSP00000325072	O60259
ENSP00000325074	P63151
ENSP00000325078	Q8NGZ0
ENSP00000325091	Q5VUJ6
ENSP00000325120	P06401
ENSP00000325127	Q969X5
ENSP00000325128	Q8NH70
ENSP00000325136	P55084
ENSP00000325137	Q6JQN1
ENSP00000325146	Q99715
ENSP00000325153	Q8NCV1
ENSP00000325166	Q68DA7
ENSP00000325174	Q7L591
ENSP00000325181	Q9UKL6
ENSP00000325190	P05112
ENSP00000325203	Q8NGN1
ENSP00000325223	Q13428
ENSP00000325239	Q96A32
ENSP00000325240	Q14847
ENSP00000325266	Q8N5M4
ENSP00000325269	Q92823
ENSP00000325285	Q9NYA4
ENSP00000325286	Q86UU9
ENSP00000325290	Q8TF76
ENSP00000325296	Q9P0L9
ENSP00000325301	Q6NVV7
ENSP00000325312	P50579
ENSP00000325313	Q66K74
ENSP00000325326	Q9H4Z2
ENSP00000325333	Q9Y5V3
ENSP00000325355	Q8WXE0
ENSP00000325369	Q92572
ENSP00000325376	P52272
ENSP00000325377	Q9C0J8
ENSP00000325381	Q8NGM9
ENSP00000325393	Q9BR84
ENSP00000325398	Q9Y3C4
ENSP00000325402	Q86VE0
ENSP00000325414	Q9UJW9
ENSP00000325421	Q9H300
ENSP00000325423	P49441
ENSP00000325425	Q9NZL9
ENSP00000325448	Q15046
ENSP00000325462	Q13308
ENSP00000325473	Q9H2A2
ENSP00000325485	Q8N5B7
ENSP00000325491	Q9BWV2
ENSP00000325494	Q8NEA6
ENSP00000325506	Q8IUQ0
ENSP00000325508	Q6IPW1
ENSP00000325518	Q8NFU3
ENSP00000325525	P43630
ENSP00000325526	O96014
ENSP00000325527	P35555
ENSP00000325546	Q6DJT9
ENSP00000325548	Q96KP4
ENSP00000325561	Q8IU68
ENSP00000325562	Q5TGZ0
ENSP00000325564	Q0VAF6
ENSP00000325589	Q14761
ENSP00000325593	Q9BYH8
ENSP00000325594	Q96T51
ENSP00000325612	Q9Y2X0
ENSP00000325618	Q53GL7
ENSP00000325634	Q9UID6
ENSP00000325638	Q9NNZ6
ENSP00000325655	Q9BSY4
ENSP00000325660	Q12860
ENSP00000325661	Q8N5R6
ENSP00000325663	Q9BYH8
ENSP00000325674	Q86VI1
ENSP00000325677	O75150
ENSP00000325681	P86791
ENSP00000325690	Q86X55
ENSP00000325708	P11049
ENSP00000325713	O60309
ENSP00000325717	Q8TBB5
ENSP00000325722	Q14790
ENSP00000325732	P52272
ENSP00000325738	Q05952
ENSP00000325748	O00506
ENSP00000325756	Q96KP4
ENSP00000325775	Q8NFK1
ENSP00000325776	A2A2V5
ENSP00000325785	Q69YQ0
ENSP00000325808	Q8ND94
ENSP00000325819	P10589
ENSP00000325822	P19099
ENSP00000325827	O15027
ENSP00000325836	O95057
ENSP00000325863	P49959
ENSP00000325868	Q96PU9
ENSP00000325875	P08238
ENSP00000325882	Q8WUK0
ENSP00000325895	Q495B1
ENSP00000325905	Q16629
ENSP00000325917	Q16549
ENSP00000325919	Q969U7
ENSP00000325929	Q8N448
ENSP00000325941	Q9NPQ8
ENSP00000325951	P07101
ENSP00000325954	Q6ZTQ4
ENSP00000325958	Q8WUK0
ENSP00000325969	Q96K19
ENSP00000325970	P06493
ENSP00000325978	Q6UY01
ENSP00000325992	Q13308
ENSP00000325994	Q14155
ENSP00000326003	Q3MIT2
ENSP00000326010	P29350
ENSP00000326018	Q9BXM0
ENSP00000326022	Q5TD97
ENSP00000326029	Q13308
ENSP00000326031	P62136
ENSP00000326042	P0DPH8
ENSP00000326050	A2RUB6
ENSP00000326052	Q96I36
ENSP00000326060	P34998
ENSP00000326063	Q9NV64
ENSP00000326070	Q96GZ6
ENSP00000326085	Q9BX79
ENSP00000326089	O75688
ENSP00000326094	P49959
ENSP00000326095	Q96A37
ENSP00000326107	Q8WYL5
ENSP00000326110	Q96GV9
ENSP00000326119	Q13794
ENSP00000326128	Q92615
ENSP00000326135	Q9BQB6
ENSP00000326138	Q96K19
ENSP00000326170	Q8WZ73
ENSP00000326200	O95625
ENSP00000326219	Q9BTZ2
ENSP00000326227	Q8TET4
ENSP00000326232	Q9H346
ENSP00000326238	Q96KX2
ENSP00000326240	Q9NPC7
ENSP00000326244	Q8N4L1
ENSP00000326247	Q8IVG5
ENSP00000326249	Q8N9F8
ENSP00000326253	Q9BSG5
ENSP00000326261	Q8IYB3
ENSP00000326267	Q9BUY7
ENSP00000326272	Q12952
ENSP00000326296	O14770
ENSP00000326301	Q8NGZ4
ENSP00000326305	O43772
ENSP00000326309	Q8NES8
ENSP00000326324	A6NMS7
ENSP00000326330	Q86XX4
ENSP00000326340	Q8NAA4
ENSP00000326342	Q8IZ81
ENSP00000326344	Q9ULK2
ENSP00000326349	Q8NGZ5
ENSP00000326366	P49768
ENSP00000326375	Q13554
ENSP00000326379	Q96SY0
ENSP00000326381	Q14240
ENSP00000326391	Q7RTS1
ENSP00000326407	Q8NC01
ENSP00000326411	Q69YN2
ENSP00000326424	Q6IA69
ENSP00000326427	Q13554
ENSP00000326432	P51685
ENSP00000326445	A0PJX4
ENSP00000326477	Q96T68
ENSP00000326489	Q86X24
ENSP00000326491	Q96SE0
ENSP00000326500	Q14626
ENSP00000326514	Q9NV70
ENSP00000326518	Q13554
ENSP00000326519	Q9BTK6
ENSP00000326531	Q86W42
ENSP00000326534	Q96JC1
ENSP00000326538	Q8NCF0
ENSP00000326544	Q13554
ENSP00000326550	Q9Y6A5
ENSP00000326563	Q7LBC6
ENSP00000326570	Q9H9S5
ENSP00000326579	P53701
ENSP00000326581	Q9GZU2
ENSP00000326598	Q9UI38
ENSP00000326603	A6NHR9
ENSP00000326604	Q8WVP7
ENSP00000326608	Q8NB25
ENSP00000326609	Q9H553
ENSP00000326627	Q96FT7
ENSP00000326630	Q8IX07
ENSP00000326647	Q9NS15
ENSP00000326649	Q92902
ENSP00000326652	Q96KD3
ENSP00000326671	Q86VL8
ENSP00000326674	Q9BRB3
ENSP00000326693	Q86VD7
ENSP00000326695	O95789
ENSP00000326699	O14967
ENSP00000326706	Q8TD55
ENSP00000326708	Q7RTY7
ENSP00000326718	Q8NGE5
ENSP00000326731	O95628
ENSP00000326737	Q9NP84
ENSP00000326748	Q9BYW1
ENSP00000326759	Q6UXM1
ENSP00000326762	Q93038
ENSP00000326765	O43593
ENSP00000326767	Q71SY5
ENSP00000326804	Q13616
ENSP00000326806	P52298
ENSP00000326813	Q5VVQ6
ENSP00000326817	Q8N9N7
ENSP00000326819	Q8NB91
ENSP00000326830	P49759
ENSP00000326838	Q9NX45
ENSP00000326841	Q86XZ4
ENSP00000326846	Q4W4Y0
ENSP00000326858	Q5TFE4
ENSP00000326864	O96013
ENSP00000326869	Q9P0S3
ENSP00000326870	Q9H069
ENSP00000326879	Q49AR2
ENSP00000326880	P28288
ENSP00000326888	Q7Z4I7
ENSP00000326900	Q8NDV7
ENSP00000326921	Q9HBF4
ENSP00000326924	Q9BY12
ENSP00000326933	Q14140
ENSP00000326948	Q9UET6
ENSP00000326967	P58317
ENSP00000326968	Q9UK97
ENSP00000326970	Q13510
ENSP00000326981	Q9NV31
ENSP00000327009	Q8N3C7
ENSP00000327025	P51449
ENSP00000327048	O75444
ENSP00000327054	Q03252
ENSP00000327055	Q9Y6I7
ENSP00000327070	P40926
ENSP00000327072	Q15573
ENSP00000327075	Q8TDQ1
ENSP00000327077	Q15154
ENSP00000327107	Q86UT5
ENSP00000327116	Q9NZN3
ENSP00000327124	Q9NQG6
ENSP00000327133	Q96G79
ENSP00000327137	O15144
ENSP00000327143	Q96LW1
ENSP00000327145	Q14315
ENSP00000327154	Q5T3F8
ENSP00000327168	Q8TB68
ENSP00000327169	Q9P126
ENSP00000327176	Q6PJT7
ENSP00000327179	Q969X6
ENSP00000327191	Q92526
ENSP00000327197	Q96HI0
ENSP00000327213	P48552
ENSP00000327214	Q9NQ11
ENSP00000327229	P11362
